dataset,panel,d,n,seed,method,m,L,feeding,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc,fit_time_s,timestamp
higgs,control,28,70440,0,arch,50,2,disjoint,0.6851,0.6815,0.7455,0.6721,0.6683,0.7243,39.221,2026-06-23T23:05:49.357314
higgs,control,28,70440,0,arch,50,3,disjoint,0.6851,0.682,0.7481,0.6659,0.6626,0.7162,60.141,2026-06-23T23:06:53.001733
higgs,control,28,70440,0,arch,50,4,disjoint,0.6889,0.6858,0.7512,0.6567,0.6534,0.7077,82.635,2026-06-23T23:08:20.290382
higgs,control,28,70440,0,arch,50,5,disjoint,0.6901,0.6868,0.7542,0.6496,0.6459,0.6989,103.618,2026-06-23T23:10:09.741948
higgs,control,28,70440,0,arch,70,1,disjoint,0.6799,0.675,0.7394,0.6727,0.6668,0.7278,20.313,2026-06-23T23:10:31.208025
higgs,control,28,70440,0,arch,70,2,disjoint,0.6868,0.6837,0.747,0.6692,0.6655,0.7256,29.121,2026-06-23T23:11:02.774768
higgs,control,28,70440,0,arch,70,3,disjoint,0.6883,0.6851,0.751,0.6644,0.6607,0.7191,39.241,2026-06-23T23:11:45.668107
higgs,control,28,70440,0,arch,70,4,disjoint,0.6905,0.6875,0.755,0.6596,0.6559,0.7162,50.037,2026-06-23T23:12:40.640941
higgs,control,28,70440,0,arch,70,5,disjoint,0.6936,0.6905,0.7584,0.6555,0.6514,0.7113,61.719,2026-06-23T23:13:48.482240
higgs,control,28,70440,1,arch,20,1,disjoint,0.6826,0.6777,0.7453,0.673,0.6684,0.7299,19.744,2026-06-23T23:14:09.457978
higgs,control,28,70440,1,arch,20,2,disjoint,0.6873,0.684,0.7517,0.6629,0.6597,0.7195,44.743,2026-06-23T23:14:56.413152
higgs,control,28,70440,1,arch,20,3,disjoint,0.6926,0.6895,0.7572,0.656,0.6529,0.7138,68.905,2026-06-23T23:16:08.638737
higgs,control,28,70440,1,arch,20,4,disjoint,0.6971,0.6941,0.763,0.6535,0.6508,0.7094,93.766,2026-06-23T23:17:46.957728
higgs,control,28,70440,1,arch,20,5,disjoint,0.7011,0.6982,0.7678,0.6496,0.6468,0.7023,119.51,2026-06-23T23:19:51.956216
higgs,control,28,70440,1,arch,50,1,disjoint,0.6806,0.6753,0.7419,0.669,0.6639,0.7264,19.515,2026-06-23T23:20:12.606985
higgs,control,28,70440,1,arch,50,2,disjoint,0.6842,0.6802,0.7456,0.6665,0.6627,0.722,39.691,2026-06-23T23:20:54.666703
higgs,control,28,70440,1,arch,50,3,disjoint,0.6845,0.6803,0.7485,0.6588,0.6544,0.7143,59.972,2026-06-23T23:21:58.145659
higgs,control,28,70440,1,arch,50,4,disjoint,0.6883,0.6843,0.751,0.6551,0.6504,0.7076,81.419,2026-06-23T23:23:24.230775
higgs,control,28,70440,1,arch,50,5,disjoint,0.6898,0.6859,0.7532,0.6496,0.6455,0.7049,102.16,2026-06-23T23:25:12.169472
higgs,control,28,70440,1,arch,70,1,disjoint,0.681,0.6756,0.7402,0.6747,0.6696,0.7279,19.721,2026-06-23T23:25:33.036865
higgs,control,28,70440,1,arch,70,2,disjoint,0.6851,0.6808,0.7472,0.6716,0.6673,0.7265,28.976,2026-06-23T23:26:04.377492
higgs,control,28,70440,1,arch,70,3,disjoint,0.6894,0.6853,0.7517,0.6694,0.6651,0.7244,39.385,2026-06-23T23:26:47.465596
higgs,control,28,70440,1,arch,70,4,disjoint,0.6912,0.6871,0.7555,0.6665,0.6624,0.7206,51.382,2026-06-23T23:27:43.753692
higgs,control,28,70440,1,arch,70,5,disjoint,0.6939,0.69,0.759,0.6618,0.658,0.7172,63.084,2026-06-23T23:28:52.971047
poker,gap,10,1000,0,flat_arccos,0,0,disjoint,0.763,0.6004,,0.5082,0.1306,,0.339,2026-06-24T03:40:51.883674
poker,gap,10,1000,0,rbf_exact,0,0,disjoint,0.888,0.9339,,0.4878,0.1417,,0.065,2026-06-24T03:40:52.578011
poker,gap,10,1000,0,rbf_rff,0,0,disjoint,0.767,0.5215,,0.4841,0.1341,,0.047,2026-06-24T03:40:53.380251
poker,gap,10,1000,0,arch,20,1,disjoint,0.631,0.6119,,0.51,0.1344,,0.379,2026-06-24T03:40:53.996202
poker,gap,10,1000,0,arch,20,2,disjoint,0.672,0.7274,,0.4952,0.1339,,0.509,2026-06-24T03:40:54.895954
poker,gap,10,1000,0,arch,20,3,disjoint,0.712,0.8107,,0.4915,0.1503,,0.733,2026-06-24T03:40:56.193236
poker,gap,10,1000,0,arch,20,4,disjoint,0.722,0.8404,,0.4824,0.1339,,0.827,2026-06-24T03:40:57.774172
poker,gap,10,1000,0,arch,20,5,disjoint,0.747,0.8857,,0.4856,0.1421,,0.986,2026-06-24T03:40:59.732636
poker,gap,10,1000,0,arch,50,1,disjoint,0.658,0.6205,,0.5095,0.1382,,0.456,2026-06-24T03:41:00.444359
poker,gap,10,1000,0,arch,50,2,disjoint,0.687,0.7201,,0.4977,0.1397,,0.617,2026-06-24T03:41:01.733482
poker,gap,10,1000,0,arch,50,3,disjoint,0.715,0.8033,,0.4911,0.1363,,0.955,2026-06-24T03:41:03.888827
poker,gap,10,1000,0,arch,50,4,disjoint,0.708,0.8066,,0.49,0.1356,,1.581,2026-06-24T03:41:06.915645
poker,gap,10,1000,0,arch,50,5,disjoint,0.704,0.8272,,0.49,0.1459,,1.542,2026-06-24T03:41:10.437075
poker,gap,10,1000,0,arch,70,1,disjoint,0.641,0.6153,,0.5107,0.1384,,0.75,2026-06-24T03:41:11.615984
poker,gap,10,1000,0,arch,70,2,disjoint,0.663,0.6605,,0.4961,0.1301,,1.229,2026-06-24T03:41:13.933528
poker,gap,10,1000,0,arch,70,3,disjoint,0.686,0.6962,,0.4986,0.1359,,2.224,2026-06-24T03:41:17.708225
poker,gap,10,1000,0,arch,70,4,disjoint,0.709,0.7854,,0.4882,0.1461,,1.905,2026-06-24T03:41:21.860009
poker,gap,10,1000,0,arch,70,5,disjoint,0.699,0.731,,0.4915,0.1482,,2.165,2026-06-24T03:41:26.734271
poker,gap,10,1000,1,arch,20,1,disjoint,0.61,0.4686,,0.5138,0.1316,,0.535,2026-06-24T03:41:27.552055
poker,gap,10,1000,1,arch,20,2,disjoint,0.659,0.7837,,0.4905,0.1503,,0.637,2026-06-24T03:41:28.652982
poker,gap,10,1000,1,arch,20,3,disjoint,0.726,0.8812,,0.4987,0.1446,,0.856,2026-06-24T03:41:30.191929
poker,gap,10,1000,1,arch,20,4,disjoint,0.734,0.8836,,0.4881,0.167,,1.019,2026-06-24T03:41:32.159320
poker,gap,10,1000,1,arch,20,5,disjoint,0.763,0.9049,,0.4897,0.1624,,2.61,2026-06-24T03:41:36.156648
poker,gap,10,1000,1,arch,50,1,disjoint,0.633,0.4682,,0.5113,0.131,,0.595,2026-06-24T03:41:37.086542
poker,gap,10,1000,1,arch,50,2,disjoint,0.673,0.7501,,0.5025,0.1366,,0.803,2026-06-24T03:41:38.940652
poker,gap,10,1000,1,arch,50,3,disjoint,0.692,0.7237,,0.5044,0.1382,,5.438,2026-06-24T03:41:46.564578
