dataset,panel,d,n,seed,method,m,L,feeding,train_acc,train_f1,train_auc,test_acc,test_f1,test_auc,fit_time_s,timestamp
spirals,gap,2,80000,1,arch,70,5,disjoint,0.9991,0.9991,0.9999,0.9989,0.9989,0.9998,42.279,2026-06-23T16:38:27.249029
checkerboard,gap,2,30000,0,flat_arccos,0,0,disjoint,0.7656,0.7656,0.8787,0.7651,0.7651,0.8803,2.501,2026-06-23T16:38:30.197199
checkerboard,gap,2,30000,0,rbf_rff,0,0,disjoint,0.7341,0.7317,0.8333,0.7394,0.7372,0.8355,1.465,2026-06-23T16:38:34.401067
checkerboard,gap,2,30000,0,arch,20,1,disjoint,0.7656,0.7656,0.8769,0.766,0.766,0.8786,1.975,2026-06-23T16:38:36.987982
checkerboard,gap,2,30000,0,arch,20,2,disjoint,0.8249,0.8249,0.9188,0.8213,0.8213,0.9183,3.199,2026-06-23T16:38:41.267836
checkerboard,gap,2,30000,0,arch,20,3,disjoint,0.919,0.919,0.9783,0.9179,0.9179,0.9768,4.683,2026-06-23T16:38:47.592359
checkerboard,gap,2,30000,0,arch,20,4,disjoint,0.9272,0.9272,0.9827,0.9252,0.9252,0.9815,6.971,2026-06-23T16:38:57.049741
checkerboard,gap,2,30000,0,arch,20,5,disjoint,0.9301,0.9301,0.9847,0.9288,0.9288,0.984,6.328,2026-06-23T16:39:06.062258
checkerboard,gap,2,30000,0,arch,50,1,disjoint,0.7657,0.7657,0.8756,0.7658,0.7658,0.8773,15.583,2026-06-23T16:39:22.367543
checkerboard,gap,2,30000,0,arch,50,2,disjoint,0.9152,0.9152,0.975,0.9136,0.9136,0.9746,40.198,2026-06-23T16:40:04.139804
checkerboard,gap,2,30000,0,arch,50,3,disjoint,0.9523,0.9523,0.9908,0.9531,0.9531,0.9903,38.532,2026-06-23T16:40:44.612950
checkerboard,gap,2,30000,0,arch,50,4,disjoint,0.9638,0.9638,0.9951,0.9648,0.9648,0.9947,39.834,2026-06-23T16:41:27.088006
checkerboard,gap,2,30000,0,arch,50,5,disjoint,0.9702,0.9702,0.997,0.9701,0.9701,0.9968,45.094,2026-06-23T16:42:15.502273
checkerboard,gap,2,30000,0,arch,70,1,disjoint,0.7662,0.7662,0.8752,0.7658,0.7658,0.8769,14.881,2026-06-23T16:42:31.021794
checkerboard,gap,2,30000,0,arch,70,2,disjoint,0.9162,0.9162,0.9782,0.9126,0.9126,0.9771,31.635,2026-06-23T16:43:04.123787
checkerboard,gap,2,30000,0,arch,70,3,disjoint,0.947,0.947,0.99,0.9445,0.9445,0.9894,41.772,2026-06-23T16:43:48.099187
checkerboard,gap,2,30000,0,arch,70,4,disjoint,0.9597,0.9597,0.9941,0.9608,0.9608,0.9939,43.157,2026-06-23T16:44:34.079851
checkerboard,gap,2,30000,0,arch,70,5,disjoint,0.9673,0.9673,0.9965,0.9676,0.9676,0.9965,42.114,2026-06-23T16:45:19.926691
checkerboard,gap,2,30000,1,arch,20,1,disjoint,0.7655,0.7655,0.878,0.7607,0.7607,0.8759,2.118,2026-06-23T16:45:22.636555
checkerboard,gap,2,30000,1,arch,20,2,disjoint,0.8288,0.8287,0.9281,0.8287,0.8286,0.9292,3.906,2026-06-23T16:45:27.884894
checkerboard,gap,2,30000,1,arch,20,3,disjoint,0.9301,0.9301,0.9825,0.9234,0.9234,0.9811,6.448,2026-06-23T16:45:36.861409
checkerboard,gap,2,30000,1,arch,20,4,disjoint,0.9358,0.9358,0.9869,0.9324,0.9324,0.9856,9.995,2026-06-23T16:45:49.913310
checkerboard,gap,2,30000,1,arch,20,5,disjoint,0.9391,0.9391,0.9879,0.9358,0.9358,0.9866,8.119,2026-06-23T16:46:01.468598
checkerboard,gap,2,30000,1,arch,50,1,disjoint,0.7655,0.7655,0.8765,0.7627,0.7627,0.8743,14.924,2026-06-23T16:46:17.040956
checkerboard,gap,2,30000,1,arch,50,2,disjoint,0.9003,0.9003,0.9661,0.8974,0.8974,0.9656,30.891,2026-06-23T16:46:49.285906
checkerboard,gap,2,30000,1,arch,50,3,disjoint,0.9478,0.9478,0.9904,0.9468,0.9468,0.9905,37.443,2026-06-23T16:47:28.813332
checkerboard,gap,2,30000,1,arch,50,4,disjoint,0.9602,0.9602,0.9943,0.9587,0.9587,0.9938,40.605,2026-06-23T16:48:12.253650
checkerboard,gap,2,30000,1,arch,50,5,disjoint,0.9688,0.9688,0.9967,0.9676,0.9676,0.9962,42.661,2026-06-23T16:48:58.509971
checkerboard,gap,2,30000,1,arch,70,1,disjoint,0.7656,0.7656,0.8763,0.7614,0.7614,0.8741,14.396,2026-06-23T16:49:13.573737
checkerboard,gap,2,30000,1,arch,70,2,disjoint,0.9125,0.9125,0.9759,0.907,0.907,0.9741,30.088,2026-06-23T16:49:45.088513
checkerboard,gap,2,30000,1,arch,70,3,disjoint,0.9463,0.9463,0.9899,0.9403,0.9403,0.9881,36.038,2026-06-23T16:50:23.276186
checkerboard,gap,2,30000,1,arch,70,4,disjoint,0.9614,0.9614,0.9945,0.9552,0.9552,0.9932,39.265,2026-06-23T16:51:05.448205
checkerboard,gap,2,30000,1,arch,70,5,disjoint,0.9653,0.9653,0.996,0.96,0.96,0.995,41.784,2026-06-23T16:51:50.902653
checkerboard,gap,2,50000,0,flat_arccos,0,0,disjoint,0.7674,0.7674,0.8823,0.7618,0.7618,0.8762,4.793,2026-06-23T16:51:56.361259
checkerboard,gap,2,50000,0,rbf_rff,0,0,disjoint,0.7512,0.7509,0.8444,0.7503,0.7501,0.8412,1.599,2026-06-23T16:52:01.914668
checkerboard,gap,2,50000,0,arch,20,1,disjoint,0.7673,0.7673,0.8801,0.7612,0.7612,0.874,3.64,2026-06-23T16:52:06.490099
checkerboard,gap,2,50000,0,arch,20,2,disjoint,0.8118,0.8118,0.9175,0.8013,0.8013,0.9107,6.979,2026-06-23T16:52:15.349421
checkerboard,gap,2,50000,0,arch,20,3,disjoint,0.9142,0.9142,0.9762,0.9085,0.9085,0.9731,10.963,2026-06-23T16:52:29.018547
checkerboard,gap,2,50000,0,arch,20,4,disjoint,0.9204,0.9204,0.981,0.9157,0.9157,0.9784,13.015,2026-06-23T16:52:45.838822
checkerboard,gap,2,50000,0,arch,20,5,disjoint,0.9227,0.9227,0.9821,0.917,0.917,0.98,14.512,2026-06-23T16:53:04.944784
checkerboard,gap,2,50000,0,arch,50,1,disjoint,0.7677,0.7677,0.8782,0.7621,0.7621,0.8721,2.831,2026-06-23T16:53:08.745535
checkerboard,gap,2,50000,0,arch,50,2,disjoint,0.8694,0.8694,0.941,0.8612,0.8612,0.9362,6.119,2026-06-23T16:53:16.849833
checkerboard,gap,2,50000,0,arch,50,3,disjoint,0.9497,0.9497,0.9902,0.9431,0.9431,0.9891,9.185,2026-06-23T16:53:28.972906
checkerboard,gap,2,50000,0,arch,50,4,disjoint,0.9579,0.9579,0.9941,0.9547,0.9547,0.9935,10.884,2026-06-23T16:53:43.884934
checkerboard,gap,2,50000,0,arch,50,5,disjoint,0.96,0.96,0.995,0.957,0.957,0.9943,12.451,2026-06-23T16:54:01.293089
checkerboard,gap,2,50000,0,arch,70,1,disjoint,0.7677,0.7677,0.8778,0.7624,0.7624,0.8717,24.551,2026-06-23T16:54:26.876230
checkerboard,gap,2,50000,0,arch,70,2,disjoint,0.8919,0.8919,0.9633,0.8826,0.8826,0.96,53.262,2026-06-23T16:55:22.193596
checkerboard,gap,2,50000,0,arch,70,3,disjoint,0.9491,0.9491,0.9909,0.9433,0.9433,0.9896,67.249,2026-06-23T16:56:32.780380
checkerboard,gap,2,50000,0,arch,70,4,disjoint,0.9603,0.9603,0.9938,0.956,0.956,0.9929,74.073,2026-06-23T16:57:50.619256
checkerboard,gap,2,50000,0,arch,70,5,disjoint,0.9667,0.9667,0.9964,0.9631,0.9631,0.9956,66.049,2026-06-23T16:59:00.929416
checkerboard,gap,2,50000,1,arch,20,1,disjoint,0.7622,0.7622,0.8761,0.7678,0.7678,0.8818,3.151,2026-06-23T16:59:04.906719
checkerboard,gap,2,50000,1,arch,20,2,disjoint,0.811,0.811,0.9154,0.812,0.812,0.916,5.61,2026-06-23T16:59:12.436263
checkerboard,gap,2,50000,1,arch,20,3,disjoint,0.8724,0.8724,0.951,0.8715,0.8715,0.9505,7.585,2026-06-23T16:59:22.342081
checkerboard,gap,2,50000,1,arch,20,4,disjoint,0.8782,0.8782,0.9541,0.8767,0.8767,0.9542,9.077,2026-06-23T16:59:34.707973
checkerboard,gap,2,50000,1,arch,20,5,disjoint,0.883,0.883,0.9609,0.883,0.883,0.9613,13.948,2026-06-23T16:59:54.610245
checkerboard,gap,2,50000,1,arch,50,1,disjoint,0.7626,0.7626,0.874,0.768,0.768,0.8797,4.161,2026-06-23T17:00:00.270586
checkerboard,gap,2,50000,1,arch,50,2,disjoint,0.8883,0.8883,0.9607,0.8913,0.8913,0.9628,6.437,2026-06-23T17:00:08.661365
checkerboard,gap,2,50000,1,arch,50,3,disjoint,0.9532,0.9532,0.991,0.9529,0.9529,0.9914,8.848,2026-06-23T17:00:20.590129
checkerboard,gap,2,50000,1,arch,50,4,disjoint,0.9604,0.9604,0.995,0.9599,0.9599,0.9947,10.614,2026-06-23T17:00:35.164452
checkerboard,gap,2,50000,1,arch,50,5,disjoint,0.9615,0.9615,0.9954,0.9607,0.9607,0.9949,12.042,2026-06-23T17:00:52.253236
checkerboard,gap,2,50000,1,arch,70,1,disjoint,0.7627,0.7627,0.8736,0.7675,0.7675,0.8793,25.925,2026-06-23T17:01:19.514290
checkerboard,gap,2,50000,1,arch,70,2,disjoint,0.9085,0.9085,0.9727,0.9087,0.9087,0.9733,66.12,2026-06-23T17:02:27.992346
checkerboard,gap,2,50000,1,arch,70,3,disjoint,0.9509,0.9509,0.9916,0.9519,0.9519,0.9917,68.36,2026-06-23T17:03:39.239673
checkerboard,gap,2,50000,1,arch,70,4,disjoint,0.9644,0.9644,0.9957,0.9642,0.9642,0.9955,70.722,2026-06-23T17:04:54.959420
checkerboard,gap,2,50000,1,arch,70,5,disjoint,0.9714,0.9714,0.9971,0.9689,0.9689,0.9967,86.316,2026-06-23T17:06:26.644016
checkerboard,gap,2,80000,0,flat_arccos,0,0,disjoint,0.7655,0.7655,0.8825,0.7659,0.7659,0.8826,8.086,2026-06-23T17:06:35.605379
checkerboard,gap,2,80000,0,rbf_rff,0,0,disjoint,0.7388,0.7381,0.8305,0.7359,0.7353,0.8338,2.08,2026-06-23T17:06:43.238415
checkerboard,gap,2,80000,0,arch,20,1,disjoint,0.7655,0.7655,0.8799,0.7662,0.7662,0.8801,5.902,2026-06-23T17:06:50.908720
checkerboard,gap,2,80000,0,arch,20,2,disjoint,0.8093,0.8093,0.9169,0.8104,0.8104,0.9197,11.657,2026-06-23T17:07:06.696175
checkerboard,gap,2,80000,0,arch,20,3,disjoint,0.8879,0.8879,0.9562,0.8911,0.8911,0.9584,16.0,2026-06-23T17:07:27.648191
checkerboard,gap,2,80000,0,arch,20,4,disjoint,0.8871,0.887,0.9571,0.891,0.891,0.9593,19.227,2026-06-23T17:07:54.076235
checkerboard,gap,2,80000,0,arch,20,5,disjoint,0.888,0.888,0.9574,0.8902,0.8902,0.9595,24.096,2026-06-23T17:08:27.159841
checkerboard,gap,2,80000,0,arch,50,1,disjoint,0.7658,0.7658,0.8774,0.7663,0.7663,0.8777,5.734,2026-06-23T17:08:34.399837
checkerboard,gap,2,80000,0,arch,50,2,disjoint,0.8582,0.8582,0.9414,0.8602,0.8602,0.9422,11.571,2026-06-23T17:08:49.720293
checkerboard,gap,2,80000,0,arch,50,3,disjoint,0.95,0.95,0.9908,0.9496,0.9496,0.9905,16.726,2026-06-23T17:09:11.686002
checkerboard,gap,2,80000,0,arch,50,4,disjoint,0.956,0.956,0.9936,0.955,0.955,0.9932,20.18,2026-06-23T17:09:38.665940
checkerboard,gap,2,80000,0,arch,50,5,disjoint,0.9582,0.9582,0.9944,0.9573,0.9573,0.994,18.75,2026-06-23T17:10:04.391720
checkerboard,gap,2,80000,0,arch,70,1,disjoint,0.7659,0.7659,0.8767,0.7663,0.7663,0.8771,4.043,2026-06-23T17:10:09.788908
checkerboard,gap,2,80000,0,arch,70,2,disjoint,0.8923,0.8923,0.96,0.894,0.894,0.9605,8.764,2026-06-23T17:10:21.640615
checkerboard,gap,2,80000,0,arch,70,3,disjoint,0.9526,0.9526,0.9921,0.9532,0.9532,0.9921,12.373,2026-06-23T17:10:38.222976
checkerboard,gap,2,80000,0,arch,70,4,disjoint,0.9572,0.9572,0.9939,0.9573,0.9573,0.9939,16.746,2026-06-23T17:11:01.091792
checkerboard,gap,2,80000,0,arch,70,5,disjoint,0.9589,0.9589,0.9946,0.9592,0.9592,0.9944,18.837,2026-06-23T17:11:28.674648
checkerboard,gap,2,80000,1,arch,20,1,disjoint,0.7655,0.7655,0.8798,0.7683,0.7683,0.8848,5.956,2026-06-23T17:11:35.870339
checkerboard,gap,2,80000,1,arch,20,2,disjoint,0.8285,0.8284,0.9247,0.8303,0.8303,0.9279,9.976,2026-06-23T17:11:48.589162
checkerboard,gap,2,80000,1,arch,20,3,disjoint,0.8942,0.8942,0.9588,0.8909,0.8909,0.9587,12.759,2026-06-23T17:12:05.190871
checkerboard,gap,2,80000,1,arch,20,4,disjoint,0.8986,0.8986,0.9617,0.8977,0.8977,0.9615,15.782,2026-06-23T17:12:26.428912
checkerboard,gap,2,80000,1,arch,20,5,disjoint,0.9062,0.9062,0.9667,0.904,0.904,0.9669,18.984,2026-06-23T17:12:51.552979
checkerboard,gap,2,80000,1,arch,50,1,disjoint,0.7658,0.7658,0.8772,0.7685,0.7685,0.8822,4.378,2026-06-23T17:12:57.109389
checkerboard,gap,2,80000,1,arch,50,2,disjoint,0.8712,0.8712,0.9425,0.8709,0.8709,0.9447,8.283,2026-06-23T17:13:08.080024
checkerboard,gap,2,80000,1,arch,50,3,disjoint,0.9526,0.9526,0.9916,0.9539,0.9539,0.9921,12.681,2026-06-23T17:13:24.538317
checkerboard,gap,2,80000,1,arch,50,4,disjoint,0.9581,0.9581,0.9939,0.9577,0.9577,0.9939,14.77,2026-06-23T17:13:44.621143
checkerboard,gap,2,80000,1,arch,50,5,disjoint,0.9589,0.9589,0.9941,0.9591,0.9591,0.9942,16.571,2026-06-23T17:14:07.844419
checkerboard,gap,2,80000,1,arch,70,1,disjoint,0.7658,0.7658,0.8766,0.7682,0.7682,0.8816,4.165,2026-06-23T17:14:13.247520
checkerboard,gap,2,80000,1,arch,70,2,disjoint,0.8853,0.8853,0.9527,0.8871,0.8871,0.9543,8.391,2026-06-23T17:14:24.606458
checkerboard,gap,2,80000,1,arch,70,3,disjoint,0.9604,0.9604,0.9938,0.9589,0.9589,0.9943,12.663,2026-06-23T17:14:41.548646
checkerboard,gap,2,80000,1,arch,70,4,disjoint,0.9631,0.9631,0.9952,0.9621,0.9621,0.9954,14.703,2026-06-23T17:15:02.202518
checkerboard,gap,2,80000,1,arch,70,5,disjoint,0.9638,0.9638,0.9956,0.963,0.963,0.9956,16.796,2026-06-23T17:15:26.112933
covertype,gap,98,30000,0,flat_arccos,0,0,disjoint_featpart,0.7985,0.7042,0.9694,0.7757,0.6585,0.9586,296.022,2026-06-23T17:20:25.178863
covertype,gap,98,30000,0,rbf_rff,0,0,disjoint_featpart,0.7319,0.4826,0.94,0.7243,0.4719,0.9336,1.355,2026-06-23T17:20:29.436255
covertype,gap,98,30000,0,arch,20,1,disjoint_featpart,0.7405,0.6066,0.9469,0.7324,0.5714,0.9406,14.084,2026-06-23T17:20:44.375102
covertype,gap,98,30000,0,arch,20,2,disjoint_featpart,0.7466,0.627,0.9506,0.7365,0.596,0.9437,12.001,2026-06-23T17:20:57.912772
covertype,gap,98,30000,0,arch,20,3,disjoint_featpart,0.7507,0.6368,0.9517,0.74,0.6025,0.9437,9.958,2026-06-23T17:21:10.246244
covertype,gap,98,30000,0,arch,20,4,disjoint_featpart,0.7568,0.6486,0.9538,0.7465,0.5963,0.9451,9.053,2026-06-23T17:21:22.578612
covertype,gap,98,30000,0,arch,20,5,disjoint_featpart,0.7586,0.6519,0.9544,0.7489,0.6089,0.945,9.273,2026-06-23T17:21:35.637686
covertype,gap,98,30000,0,arch,50,1,disjoint_featpart,0.7609,0.6589,0.9563,0.7479,0.6098,0.946,116.8,2026-06-23T17:23:33.546633
covertype,gap,98,30000,0,arch,50,2,disjoint_featpart,0.7673,0.6739,0.9581,0.7538,0.6205,0.9474,106.521,2026-06-23T17:25:22.639441
covertype,gap,98,30000,0,arch,50,3,disjoint_featpart,0.7662,0.6746,0.9572,0.7504,0.6215,0.9462,48.328,2026-06-23T17:26:14.738761
covertype,gap,98,30000,0,arch,50,4,disjoint_featpart,0.7636,0.6831,0.9578,0.7502,0.6355,0.9437,46.684,2026-06-23T17:27:06.441059
covertype,gap,98,30000,0,arch,50,5,disjoint_featpart,0.7634,0.6781,0.9564,0.7508,0.6508,0.9437,88.113,2026-06-23T17:28:40.996081
covertype,gap,98,30000,0,arch,70,1,disjoint_featpart,0.7757,0.677,0.9609,0.7608,0.6366,0.9512,209.255,2026-06-23T17:32:11.773805
covertype,gap,98,30000,0,arch,70,2,disjoint_featpart,0.7818,0.7034,0.963,0.7642,0.6496,0.9535,193.594,2026-06-23T17:35:28.715470
covertype,gap,98,30000,0,arch,70,3,disjoint_featpart,0.7745,0.7131,0.9617,0.7618,0.663,0.9504,140.735,2026-06-23T17:37:54.606333
covertype,gap,98,30000,0,arch,70,4,disjoint_featpart,0.7749,0.712,0.9607,0.7592,0.6481,0.9482,130.173,2026-06-23T17:40:11.721579
covertype,gap,98,30000,0,arch,70,5,disjoint_featpart,0.7755,0.7258,0.9606,0.7565,0.6501,0.9478,73.211,2026-06-23T17:41:33.548623
covertype,gap,98,30000,1,arch,20,1,disjoint_featpart,0.7482,0.615,0.9464,0.7375,0.5767,0.94,10.347,2026-06-23T17:41:44.847396
covertype,gap,98,30000,1,arch,20,2,disjoint_featpart,0.7508,0.6394,0.95,0.7428,0.6149,0.9406,9.694,2026-06-23T17:41:56.183994
covertype,gap,98,30000,1,arch,20,3,disjoint_featpart,0.7518,0.6468,0.9509,0.7373,0.6169,0.9445,11.151,2026-06-23T17:42:09.823088
covertype,gap,98,30000,1,arch,20,4,disjoint_featpart,0.7551,0.661,0.9527,0.7458,0.6257,0.9467,10.426,2026-06-23T17:42:25.005076
covertype,gap,98,30000,1,arch,20,5,disjoint_featpart,0.7576,0.6667,0.9546,0.7495,0.6355,0.9477,13.076,2026-06-23T17:42:42.486735
covertype,gap,98,30000,1,arch,50,1,disjoint_featpart,0.7658,0.6574,0.9557,0.7533,0.6153,0.9443,106.346,2026-06-23T17:44:30.021999
covertype,gap,98,30000,1,arch,50,2,disjoint_featpart,0.7698,0.6875,0.9573,0.7577,0.6309,0.948,77.733,2026-06-23T17:45:50.813749
covertype,gap,98,30000,1,arch,50,3,disjoint_featpart,0.7701,0.6896,0.9584,0.7601,0.6344,0.9482,65.069,2026-06-23T17:46:59.914852
covertype,gap,98,30000,1,arch,50,4,disjoint_featpart,0.7681,0.6899,0.9573,0.7572,0.6337,0.9488,58.673,2026-06-23T17:48:03.662444
covertype,gap,98,30000,1,arch,50,5,disjoint_featpart,0.7661,0.6972,0.9567,0.75,0.6285,0.9461,40.578,2026-06-23T17:48:50.629445
covertype,gap,98,30000,1,arch,70,1,disjoint_featpart,0.7724,0.6754,0.9596,0.7594,0.6275,0.9487,163.071,2026-06-23T17:51:35.224591
covertype,gap,98,30000,1,arch,70,2,disjoint_featpart,0.7808,0.715,0.9623,0.7656,0.6456,0.9487,172.853,2026-06-23T17:54:31.569415
covertype,gap,98,30000,1,arch,70,3,disjoint_featpart,0.7793,0.718,0.9615,0.7604,0.6403,0.9474,97.7,2026-06-23T17:56:14.092179
covertype,gap,98,30000,1,arch,70,4,disjoint_featpart,0.7725,0.7255,0.9595,0.7576,0.6482,0.9448,99.713,2026-06-23T17:58:02.584644
covertype,gap,98,30000,1,arch,70,5,disjoint_featpart,0.772,0.7309,0.9598,0.7544,0.6367,0.9443,98.43,2026-06-23T17:59:50.007844
covertype,gap,98,50000,0,flat_arccos,0,0,disjoint_featpart,0.7973,0.7073,0.9681,0.7852,0.6544,0.963,622.487,2026-06-23T18:10:13.352377
covertype,gap,98,50000,0,rbf_rff,0,0,disjoint_featpart,0.7307,0.4857,0.9404,0.7288,0.4533,0.9374,1.931,2026-06-23T18:10:19.560885
covertype,gap,98,50000,0,arch,20,1,disjoint_featpart,0.7394,0.5974,0.9456,0.737,0.5768,0.9419,33.748,2026-06-23T18:10:55.662953
covertype,gap,98,50000,0,arch,20,2,disjoint_featpart,0.7449,0.6177,0.9496,0.742,0.5886,0.9467,16.065,2026-06-23T18:11:15.798906
covertype,gap,98,50000,0,arch,20,3,disjoint_featpart,0.748,0.6291,0.9508,0.7453,0.6183,0.9473,15.739,2026-06-23T18:11:38.314602
covertype,gap,98,50000,0,arch,20,4,disjoint_featpart,0.7498,0.6307,0.9523,0.7477,0.621,0.9496,20.467,2026-06-23T18:12:08.861024
covertype,gap,98,50000,0,arch,20,5,disjoint_featpart,0.7521,0.6474,0.9534,0.7498,0.6367,0.9512,19.693,2026-06-23T18:12:38.434092
covertype,gap,98,50000,0,arch,50,1,disjoint_featpart,0.765,0.6561,0.956,0.7619,0.6074,0.9522,277.13,2026-06-23T18:17:18.157702
covertype,gap,98,50000,0,arch,50,2,disjoint_featpart,0.7642,0.6776,0.957,0.762,0.6589,0.9537,71.143,2026-06-23T18:18:34.213337
covertype,gap,98,50000,0,arch,50,3,disjoint_featpart,0.7627,0.6693,0.9564,0.7562,0.6419,0.9512,83.559,2026-06-23T18:20:05.553201
covertype,gap,98,50000,0,arch,50,4,disjoint_featpart,0.758,0.6666,0.955,0.7519,0.6073,0.9502,78.005,2026-06-23T18:21:35.222720
covertype,gap,98,50000,0,arch,50,5,disjoint_featpart,0.7548,0.6692,0.9541,0.7487,0.6423,0.9485,68.409,2026-06-23T18:22:57.779196
covertype,gap,98,50000,0,arch,70,1,disjoint_featpart,0.7771,0.6801,0.9608,0.7721,0.6392,0.9569,391.692,2026-06-23T18:29:32.310354
covertype,gap,98,50000,0,arch,70,2,disjoint_featpart,0.7783,0.698,0.9609,0.7736,0.6653,0.9561,320.922,2026-06-23T18:34:59.441239
covertype,gap,98,50000,0,arch,70,3,disjoint_featpart,0.7758,0.7068,0.9601,0.7692,0.6636,0.9538,196.027,2026-06-23T18:38:24.550765
covertype,gap,98,50000,0,arch,70,4,disjoint_featpart,0.7755,0.7101,0.9602,0.7663,0.6661,0.9542,104.847,2026-06-23T18:40:21.805332
covertype,gap,98,50000,0,arch,70,5,disjoint_featpart,0.7683,0.7071,0.9583,0.7547,0.6552,0.9508,125.62,2026-06-23T18:42:42.331750
covertype,gap,98,50000,1,arch,20,1,disjoint_featpart,0.7426,0.6087,0.9444,0.7296,0.5897,0.938,19.71,2026-06-23T18:43:03.911852
covertype,gap,98,50000,1,arch,20,2,disjoint_featpart,0.7444,0.6223,0.9487,0.7298,0.5925,0.9412,17.145,2026-06-23T18:43:24.144216
covertype,gap,98,50000,1,arch,20,3,disjoint_featpart,0.7491,0.6422,0.95,0.7335,0.6039,0.9435,15.285,2026-06-23T18:43:44.580344
covertype,gap,98,50000,1,arch,20,4,disjoint_featpart,0.7515,0.6544,0.9513,0.7364,0.6211,0.9413,16.946,2026-06-23T18:44:07.289028
covertype,gap,98,50000,1,arch,20,5,disjoint_featpart,0.7522,0.6552,0.9523,0.7389,0.6321,0.9449,26.077,2026-06-23T18:44:40.461463
covertype,gap,98,50000,1,arch,50,1,disjoint_featpart,0.7632,0.6603,0.9557,0.7451,0.6099,0.9472,204.17,2026-06-23T18:48:06.349532
covertype,gap,98,50000,1,arch,50,2,disjoint_featpart,0.7656,0.6836,0.9565,0.7433,0.6146,0.9487,107.669,2026-06-23T18:49:58.805673
covertype,gap,98,50000,1,arch,50,3,disjoint_featpart,0.7681,0.6969,0.9573,0.7445,0.6193,0.9463,101.825,2026-06-23T18:51:51.203582
covertype,gap,98,50000,1,arch,50,4,disjoint_featpart,0.7654,0.6946,0.9565,0.744,0.6288,0.9466,80.776,2026-06-23T18:58:21.552416
covertype,gap,98,50000,1,arch,50,5,disjoint_featpart,0.7609,0.6927,0.9553,0.7453,0.6358,0.9457,85.281,2026-06-23T19:29:22.472159
covertype,gap,98,50000,1,arch,70,1,disjoint_featpart,0.7743,0.689,0.9603,0.7518,0.6296,0.9502,336.836,2026-06-23T19:35:02.096646
covertype,gap,98,50000,1,arch,70,2,disjoint_featpart,0.7773,0.7054,0.9609,0.7549,0.6394,0.9506,223.895,2026-06-23T19:38:51.713567
covertype,gap,98,50000,1,arch,70,3,disjoint_featpart,0.7723,0.7086,0.9595,0.7512,0.6376,0.9489,241.195,2026-06-23T19:43:01.029816
covertype,gap,98,50000,1,arch,70,4,disjoint_featpart,0.7729,0.7111,0.9591,0.7521,0.6452,0.9482,183.395,2026-06-23T19:46:15.467613
covertype,gap,98,50000,1,arch,70,5,disjoint_featpart,0.7705,0.7159,0.9593,0.748,0.646,0.9482,96.331,2026-06-23T19:48:06.470515
covertype,gap,98,80000,0,flat_arccos,0,0,disjoint_featpart,0.7971,0.712,0.9679,0.7857,0.6633,0.9631,674.414,2026-06-23T19:59:22.391057
covertype,gap,98,80000,0,rbf_rff,0,0,disjoint_featpart,0.7288,0.4732,0.938,0.7226,0.4541,0.9364,2.894,2026-06-23T19:59:32.388021
covertype,gap,98,80000,0,arch,20,1,disjoint_featpart,0.7437,0.6064,0.9451,0.7365,0.584,0.9427,35.809,2026-06-23T20:00:10.653022
covertype,gap,98,80000,0,arch,20,2,disjoint_featpart,0.7483,0.6321,0.9489,0.7407,0.6092,0.9461,42.172,2026-06-23T20:00:56.957241
covertype,gap,98,80000,0,arch,20,3,disjoint_featpart,0.751,0.6353,0.9501,0.7424,0.6085,0.947,32.837,2026-06-23T20:01:35.731912
covertype,gap,98,80000,0,arch,20,4,disjoint_featpart,0.7532,0.6452,0.9518,0.7457,0.6108,0.9488,25.966,2026-06-23T20:02:09.921781
covertype,gap,98,80000,0,arch,20,5,disjoint_featpart,0.7524,0.6492,0.9529,0.7433,0.62,0.9499,28.332,2026-06-23T20:02:48.330808
covertype,gap,98,80000,0,arch,50,1,disjoint_featpart,0.7678,0.6596,0.9557,0.7588,0.6268,0.952,205.577,2026-06-23T20:06:16.539648
covertype,gap,98,80000,0,arch,50,2,disjoint_featpart,0.7699,0.6807,0.9569,0.7611,0.6439,0.9533,133.656,2026-06-23T20:08:36.688705
covertype,gap,98,80000,0,arch,50,3,disjoint_featpart,0.7662,0.6915,0.9557,0.7526,0.6519,0.9507,104.385,2026-06-23T20:10:30.654354
covertype,gap,98,80000,0,arch,50,4,disjoint_featpart,0.7654,0.682,0.9553,0.7508,0.6481,0.9513,120.763,2026-06-23T20:12:45.264764
covertype,gap,98,80000,0,arch,50,5,disjoint_featpart,0.7637,0.6865,0.9547,0.7512,0.6446,0.9503,106.351,2026-06-23T20:14:49.611717
covertype,gap,98,80000,0,arch,70,1,disjoint_featpart,0.774,0.6821,0.9594,0.7634,0.6357,0.9552,623.78,2026-06-23T20:25:16.545244
covertype,gap,98,80000,0,arch,70,2,disjoint_featpart,0.7764,0.6955,0.9603,0.7676,0.6608,0.9564,364.302,2026-06-23T20:31:29.451508
covertype,gap,98,80000,0,arch,70,3,disjoint_featpart,0.7709,0.6955,0.9586,0.7596,0.6633,0.9543,222.852,2026-06-23T20:35:22.947678
covertype,gap,98,80000,0,arch,70,4,disjoint_featpart,0.7664,0.6887,0.9572,0.7549,0.6531,0.952,187.492,2026-06-23T20:38:44.643160
